old_url,old_path,new_url,status_code,title_old,title_new,old_word_count,new_word_count,old_line_count,matched_line_count,line_coverage,suggested_new_path,notes
https://www.mekorhabracha.org/events-1/purim-at-mekor,/events-1/purim-at-mekor,http://localhost:3001/events-1/purim-at-mekor,200,Purim at Mekor | Mekor 3,Purim at Mekor | Mekor Habracha,154,0,6,0,0.0,,Low copy coverage
https://www.mekorhabracha.org/events-1/scholar-in-residence-shabbat-with-rabbi-aaron-goldscheider,/events-1/scholar-in-residence-shabbat-with-rabbi-aaron-goldscheider,http://localhost:3001/events-1/scholar-in-residence-shabbat-with-rabbi-aaron-goldscheider,200,Scholar in Residence Shabbat With Rabbi Aaron Goldscheider | Mekor 3,Scholar in Residence Shabbat With Rabbi Aaron Goldscheider | Mekor Habracha,145,0,8,1,0.125,,Low copy coverage
https://www.mekorhabracha.org/events-1/shabbat-dinner-and-conversation-with-moshe-shamah,/events-1/shabbat-dinner-and-conversation-with-moshe-shamah,http://localhost:3001/events-1/shabbat-dinner-and-conversation-with-moshe-shamah,200,Shabbat Dinner and Conversation with Moshe Shamah | Mekor 3,Shabbat Dinner and Conversation with Moshe Shamah | Mekor Habracha,212,0,6,0,0.0,,Low copy coverage
https://www.mekorhabracha.org/events-1/shabbat-shuva-dinner-kumzitz,/events-1/shabbat-shuva-dinner-kumzitz,http://localhost:3001/events-1/shabbat-shuva-dinner-kumzitz,200,Shabbat Shuva Dinner Kumzitz | Mekor 3,Shabbat Shuva Dinner Kumzitz | Mekor Habracha,128,0,7,0,0.0,,Low copy coverage
https://www.mekorhabracha.org/events-1/special-discussion-with-mark-trencher-of-nishma-research,/events-1/special-discussion-with-mark-trencher-of-nishma-research,http://localhost:3001/events-1/special-discussion-with-mark-trencher-of-nishma-research,200,Special Discussion with Mark Trencher of Nishma Research | Mekor 3,Special Discussion with Mark Trencher of Nishma Research | Mekor Habracha,158,0,6,1,0.167,,Low copy coverage
https://www.mekorhabracha.org/events-page,/events-page,http://localhost:3001/events-page,200,Events Page | Mekor 3,Mekor Habracha | Center City Synagogue | Philadelphia | Synagogue,60,0,0,0,0.0,,Low copy coverage
https://www.mekorhabracha.org/from-the-rabbi-s-desk,/from-the-rabbi-s-desk,http://localhost:3001/from-the-rabbi-s-desk,200,From The Rabbi's Desk | Mekor 3,From The Rabbi&#x27;s Desk | Mekor Habracha,65,0,1,0,0.0,,Low copy coverage
https://www.mekorhabracha.org/general-5,/general-5,http://localhost:3001/general-5,200,List of Kosher Restaurants | Mekor 3,List of Kosher Restaurants | Mekor Habracha,432,0,36,0,0.0,,Low copy coverage
https://www.mekorhabracha.org/in-the-news,/in-the-news,http://localhost:3001/in-the-news,200,In The News | Mekor 3,In The News | Mekor Habracha,1252,0,114,0,0.0,,Low copy coverage
https://www.mekorhabracha.org/israel,/israel,http://localhost:3001/israel,200,Israel | Mekor 3,Israel | Mekor Habracha,704,0,27,0,0.0,,Low copy coverage
https://www.mekorhabracha.org/kiddush,/kiddush,http://localhost:3001/kiddush,200,kiddush | Mekor Habracha,kiddush | Mekor Habracha,459,0,22,0,0.0,,Low copy coverage
https://www.mekorhabracha.org/kosher-map,/kosher-map,http://localhost:3001/kosher-map,200,Kosher Map | Mekor 3 | Kosher Map,Mekor Habracha | Center City Synagogue | Philadelphia | Synagogue,64,0,0,0,0.0,,Low copy coverage
https://www.mekorhabracha.org/kosher-posts,/kosher-posts,http://localhost:3001/kosher-posts,200,Kosher Posts | Mekor 3,Mekor Habracha | Center City Synagogue | Philadelphia | Synagogue,317,0,11,0,0.0,,Low copy coverage
https://www.mekorhabracha.org/kosher-posts/categories/center-city,/kosher-posts/categories/center-city,http://localhost:3001/kosher-posts/categories/center-city,200,Center City,Mekor Habracha | Center City Synagogue | Philadelphia | Synagogue,197,0,7,0,0.0,,Low copy coverage
https://www.mekorhabracha.org/kosher-posts/categories/center-city/page/2,/kosher-posts/categories/center-city/page/2,http://localhost:3001/kosher-posts/categories/center-city/page/2,200,Center City 2/2,Mekor Habracha | Center City Synagogue | Philadelphia | Synagogue,207,0,7,0,0.0,,Low copy coverage
https://www.mekorhabracha.org/kosher-posts/categories/cherry-hill,/kosher-posts/categories/cherry-hill,http://localhost:3001/kosher-posts/categories/cherry-hill,200,Cherry Hill,Mekor Habracha | Center City Synagogue | Philadelphia | Synagogue,186,0,8,0,0.0,,Low copy coverage
https://www.mekorhabracha.org/kosher-posts/categories/main-line-manyunk,/kosher-posts/categories/main-line-manyunk,http://localhost:3001/kosher-posts/categories/main-line-manyunk,200,Main Line/Manyunk,Mekor Habracha | Center City Synagogue | Philadelphia | Synagogue,199,0,8,0,0.0,,Low copy coverage
https://www.mekorhabracha.org/kosher-posts/categories/main-line-manyunk/page/2,/kosher-posts/categories/main-line-manyunk/page/2,http://localhost:3001/kosher-posts/categories/main-line-manyunk/page/2,200,Main Line/Manyunk 2/2,Mekor Habracha | Center City Synagogue | Philadelphia | Synagogue,126,0,3,0,0.0,,Low copy coverage
https://www.mekorhabracha.org/kosher-posts/categories/old-york-road-northeast,/kosher-posts/categories/old-york-road-northeast,http://localhost:3001/kosher-posts/categories/old-york-road-northeast,200,Old York Road/Northeast,Mekor Habracha | Center City Synagogue | Philadelphia | Synagogue,209,0,9,0,0.0,,Low copy coverage
https://www.mekorhabracha.org/kosher-posts/page/2,/kosher-posts/page/2,http://localhost:3001/kosher-posts/page/2,200,Kosher Posts | Mekor 3 | Page 2 of 6,Mekor Habracha | Center City Synagogue | Philadelphia | Synagogue,282,0,13,0,0.0,,Low copy coverage
https://www.mekorhabracha.org/kosher-posts/page/3,/kosher-posts/page/3,http://localhost:3001/kosher-posts/page/3,200,Kosher Posts | Mekor 3 | Page 3 of 6,Mekor Habracha | Center City Synagogue | Philadelphia | Synagogue,291,0,14,0,0.0,,Low copy coverage
https://www.mekorhabracha.org/kosher-posts/page/4,/kosher-posts/page/4,http://localhost:3001/kosher-posts/page/4,200,Kosher Posts | Mekor 3 | Page 4 of 6,Mekor Habracha | Center City Synagogue | Philadelphia | Synagogue,286,0,13,0,0.0,,Low copy coverage
https://www.mekorhabracha.org/kosher-posts/page/5,/kosher-posts/page/5,http://localhost:3001/kosher-posts/page/5,200,Kosher Posts | Mekor 3 | Page 5 of 6,Mekor Habracha | Center City Synagogue | Philadelphia | Synagogue,289,0,13,0,0.0,,Low copy coverage
https://www.mekorhabracha.org/kosher-posts/page/6,/kosher-posts/page/6,http://localhost:3001/kosher-posts/page/6,200,Kosher Posts | Mekor 3 | Page 6 of 6,Mekor Habracha | Center City Synagogue | Philadelphia | Synagogue,271,0,16,0,0.0,,Low copy coverage
https://www.mekorhabracha.org/kosher-posts/page/e0b7a2b2-1782-4b0f-9b31-0691f453bd36,/kosher-posts/page/e0b7a2b2-1782-4b0f-9b31-0691f453bd36,http://localhost:3001/kosher-posts/page/e0b7a2b2-1782-4b0f-9b31-0691f453bd36,200,Kosher Posts | Mekor 3 | Page NaN of NaN,Mekor Habracha | Center City Synagogue | Philadelphia | Synagogue,74,0,1,0,0.0,,Low copy coverage
https://www.mekorhabracha.org/kosher-posts/page/e1e8124f-530b-4ebb-aad4-a37696ce66af,/kosher-posts/page/e1e8124f-530b-4ebb-aad4-a37696ce66af,http://localhost:3001/kosher-posts/page/e1e8124f-530b-4ebb-aad4-a37696ce66af,200,Kosher Posts | Mekor 3 | Page NaN of NaN,Mekor Habracha | Center City Synagogue | Philadelphia | Synagogue,74,0,1,0,0.0,,Low copy coverage
https://www.mekorhabracha.org/kosher-posts/search/2447,/kosher-posts/search/2447,http://localhost:3001/kosher-posts/search/2447,200,Kosher Posts | Mekor 3,Mekor Habracha | Center City Synagogue | Philadelphia | Synagogue,92,0,2,0,0.0,,Low copy coverage
https://www.mekorhabracha.org/kosher-posts/search/e0b7a2b2-1782-4b0f-9b31-0691f453bd36,/kosher-posts/search/e0b7a2b2-1782-4b0f-9b31-0691f453bd36,http://localhost:3001/kosher-posts/search/e0b7a2b2-1782-4b0f-9b31-0691f453bd36,200,Kosher Posts | Mekor 3,Mekor Habracha | Center City Synagogue | Philadelphia | Synagogue,71,0,1,0,0.0,,Low copy coverage
https://www.mekorhabracha.org/kosher-posts/search/e1e8124f-530b-4ebb-aad4-a37696ce66af,/kosher-posts/search/e1e8124f-530b-4ebb-aad4-a37696ce66af,http://localhost:3001/kosher-posts/search/e1e8124f-530b-4ebb-aad4-a37696ce66af,200,Kosher Posts | Mekor 3,Mekor Habracha | Center City Synagogue | Philadelphia | Synagogue,92,0,2,0,0.0,,Low copy coverage
https://www.mekorhabracha.org/kosher-posts/search/noindex,/kosher-posts/search/noindex,http://localhost:3001/kosher-posts/search/noindex,200,Kosher Posts | Mekor 3,Mekor Habracha | Center City Synagogue | Philadelphia | Synagogue,92,0,2,0,0.0,,Low copy coverage
https://www.mekorhabracha.org/kosher-posts/tags/bakery,/kosher-posts/tags/bakery,http://localhost:3001/kosher-posts/tags/bakery,200,Bakery | Mekor 3,Mekor Habracha | Center City Synagogue | Philadelphia | Synagogue,184,0,9,0,0.0,,Low copy coverage
https://www.mekorhabracha.org/kosher-posts/tags/bakery/page/2,/kosher-posts/tags/bakery/page/2,http://localhost:3001/kosher-posts/tags/bakery/page/2,200,Bakery | Mekor 3 2/2,Mekor Habracha | Center City Synagogue | Philadelphia | Synagogue,109,0,4,0,0.0,,Low copy coverage
https://www.mekorhabracha.org/kosher-posts/tags/cafe,/kosher-posts/tags/cafe,http://localhost:3001/kosher-posts/tags/cafe,200,Cafe | Mekor 3,Mekor Habracha | Center City Synagogue | Philadelphia | Synagogue,196,0,8,0,0.0,,Low copy coverage
https://www.mekorhabracha.org/kosher-posts/tags/ice-cream,/kosher-posts/tags/ice-cream,http://localhost:3001/kosher-posts/tags/ice-cream,200,Ice Cream | Mekor 3,Mekor Habracha | Center City Synagogue | Philadelphia | Synagogue,216,0,10,0,0.0,,Low copy coverage
https://www.mekorhabracha.org/kosher-posts/tags/restaurants,/kosher-posts/tags/restaurants,http://localhost:3001/kosher-posts/tags/restaurants,200,Restaurant | Mekor 3,Mekor Habracha | Center City Synagogue | Philadelphia | Synagogue,199,0,8,0,0.0,,Low copy coverage
https://www.mekorhabracha.org/kosher-posts/tags/restaurants/page/2,/kosher-posts/tags/restaurants/page/2,http://localhost:3001/kosher-posts/tags/restaurants/page/2,200,Restaurant | Mekor 3 2/3,Mekor Habracha | Center City Synagogue | Philadelphia | Synagogue,206,0,7,0,0.0,,Low copy coverage
https://www.mekorhabracha.org/kosher-posts/tags/restaurants/page/3,/kosher-posts/tags/restaurants/page/3,http://localhost:3001/kosher-posts/tags/restaurants/page/3,200,Restaurant | Mekor 3 3/3,Mekor Habracha | Center City Synagogue | Philadelphia | Synagogue,193,0,7,0,0.0,,Low copy coverage
https://www.mekorhabracha.org/letterfromisrael,/letterfromisrael,http://localhost:3001/letterfromisrael,200,Letter from Israel | Mekor 3,Mekor Habracha | Center City Synagogue | Philadelphia | Synagogue,985,0,20,0,0.0,,Low copy coverage
https://www.mekorhabracha.org/main-line-manyunk,/main-line-manyunk,http://localhost:3001/main-line-manyunk,200,Main Line/Manyunk | Mekor 3,Kosher Restaurants | Mekor Habracha,305,0,22,0,0.0,,Low copy coverage
https://www.mekorhabracha.org/mekor-bulletin-board,/mekor-bulletin-board,http://localhost:3001/mekor-bulletin-board,200,Mekor Bulletin Board | Mekor 3,Mekor Bulletin Board | Mekor Habracha,986,0,33,0,0.0,,Low copy coverage
https://www.mekorhabracha.org/mekorcouples,/mekorcouples,http://localhost:3001/mekorcouples,200,Mekor Couples | Mekor 3,Mekor Couples | Mekor Habracha,238,0,17,0,0.0,,Low copy coverage
https://www.mekorhabracha.org/membership,/membership,http://localhost:3001/membership,200,Membership | Mekor 3,Membership | Mekor Habracha,691,0,44,0,0.0,,Low copy coverage
https://www.mekorhabracha.org/membership-old,/membership-old,http://localhost:3001/membership-old,200,Membership \-old | Mekor 3,Mekor Habracha | Center City Synagogue | Philadelphia | Synagogue,700,0,46,0,0.0,,Low copy coverage
https://www.mekorhabracha.org/news/a-night-of-megillah-and-music-at-mekor-habracha,/news/a-night-of-megillah-and-music-at-mekor-habracha,http://localhost:3001/news/a-night-of-megillah-and-music-at-mekor-habracha,200,A Night of Megillah and Music at Mekor Habracha | Mekor 3,A Night of Megillah and Music at Mekor Habracha | Mekor Habracha,466,0,10,0,0.0,,Low copy coverage
https://www.mekorhabracha.org/news/activists-prepare-for-climate-march,/news/activists-prepare-for-climate-march,http://localhost:3001/news/activists-prepare-for-climate-march,200,Activists Prepare for Climate March | Mekor 3,Activists Prepare for Climate March | Mekor Habracha,816,0,17,0,0.0,,Low copy coverage
https://www.mekorhabracha.org/news/american-rabbis-brush-off-being-named-on-chief-rabbinate%E2%80%99s-%E2%80%98blacklist%E2%80%99,/news/american-rabbis-brush-off-being-named-on-chief-rabbinate%E2%80%99s-%E2%80%98blacklist%E2%80%99,http://localhost:3001/news/american-rabbis-brush-off-being-named-on-chief-rabbinate%E2%80%99s-%E2%80%98blacklist%E2%80%99,200,American Rabbis Brush Off Being Named on Chief Rabbinate’s ‘Blacklist’ | Mekor 3,American Rabbis Brush Off Being Named on Chief Rabbinate’s ‘Blacklist’ | Mekor Habracha,1332,0,32,0,0.0,,Low copy coverage
https://www.mekorhabracha.org/news/annual-jewish-heritage-night-fills-phillies-game,/news/annual-jewish-heritage-night-fills-phillies-game,http://localhost:3001/news/annual-jewish-heritage-night-fills-phillies-game,200,Annual Jewish Heritage Night Fills Phillies Game | Mekor 3,Annual Jewish Heritage Night Fills Phillies Game | Mekor Habracha,446,0,12,0,0.0,,Low copy coverage
https://www.mekorhabracha.org/news/back-to-jewish-day-school,/news/back-to-jewish-day-school,http://localhost:3001/news/back-to-jewish-day-school,200,Back to Jewish Day School | Mekor 3,Back to Jewish Day School | Mekor Habracha,751,0,14,0,0.0,,Low copy coverage
https://www.mekorhabracha.org/news/calling-attention-to-plight-of-chained-women,/news/calling-attention-to-plight-of-chained-women,http://localhost:3001/news/calling-attention-to-plight-of-chained-women,200,"Calling Attention to Plight of ""Chained"" Women | Mekor 3",Calling Attention to Plight of &quot;Chained&quot; Women | Mekor Habracha,1146,0,26,0,0.0,,Low copy coverage
https://www.mekorhabracha.org/news/creating-modern-orthodox-community,/news/creating-modern-orthodox-community,http://localhost:3001/news/creating-modern-orthodox-community,200,Creating Modern Orthodox Community | Mekor 3,Creating Modern Orthodox Community | Mekor Habracha,1498,0,36,0,0.0,,Low copy coverage
https://www.mekorhabracha.org/news/crockpot-crapshoot,/news/crockpot-crapshoot,http://localhost:3001/news/crockpot-crapshoot,200,Crockpot crapshoot | Mekor 3,Crockpot crapshoot | Mekor Habracha,681,0,10,0,0.0,,Low copy coverage
https://www.mekorhabracha.org/news/etz-chaim-and-minyan-outgrowth-decide-to-go-their-separate-ways,/news/etz-chaim-and-minyan-outgrowth-decide-to-go-their-separate-ways,http://localhost:3001/news/etz-chaim-and-minyan-outgrowth-decide-to-go-their-separate-ways,200,Etz Chaim and Minyan Outgrowth Decide to Go Their Separate Ways | Mekor 3,Etz Chaim and Minyan Outgrowth Decide to Go Their Separate Ways | Mekor Habracha,922,0,27,0,0.0,,Low copy coverage
https://www.mekorhabracha.org/news/federation-chosen-for-prestigious-leadership-program,/news/federation-chosen-for-prestigious-leadership-program,http://localhost:3001/news/federation-chosen-for-prestigious-leadership-program,200,Federation chosen for prestigious leadership program | Mekor 3,Federation chosen for prestigious leadership program | Mekor Habracha,310,0,6,0,0.0,,Low copy coverage
https://www.mekorhabracha.org/news/first-ever-hava-nagrilla-barbecue-contest-attracts-thousands,/news/first-ever-hava-nagrilla-barbecue-contest-attracts-thousands,http://localhost:3001/news/first-ever-hava-nagrilla-barbecue-contest-attracts-thousands,200,First-ever Hava NaGrilla Barbecue Contest Attracts Thousands | Mekor 3,First-ever Hava NaGrilla Barbecue Contest Attracts Thousands | Mekor Habracha,1189,0,14,0,0.0,,Low copy coverage
https://www.mekorhabracha.org/news/focusing-on-kids-makes-sense-but-what-about-singles,/news/focusing-on-kids-makes-sense-but-what-about-singles,http://localhost:3001/news/focusing-on-kids-makes-sense-but-what-about-singles,200,"Focusing on Kids Makes Sense, but What About Singles? | Mekor 3","Focusing on Kids Makes Sense, but What About Singles? | Mekor Habracha",854,0,17,0,0.0,,Low copy coverage
https://www.mekorhabracha.org/news/graduate-level-matchmaking,/news/graduate-level-matchmaking,http://localhost:3001/news/graduate-level-matchmaking,200,Graduate-Level Matchmaking | Mekor 3,Graduate-Level Matchmaking | Mekor Habracha,905,0,24,0,0.0,,Low copy coverage
https://www.mekorhabracha.org/news/its-all-about-location-when-it-comes-to-eruvin,/news/its-all-about-location-when-it-comes-to-eruvin,http://localhost:3001/news/its-all-about-location-when-it-comes-to-eruvin,200,It's All About Location When It Comes to Eruvin | Mekor 3,It&#x27;s All About Location When It Comes to Eruvin | Mekor Habracha,892,0,21,0,0.0,,Low copy coverage
https://www.mekorhabracha.org/news/jewish-weddings-are-blending-connubiality-with-individuality,/news/jewish-weddings-are-blending-connubiality-with-individuality,http://localhost:3001/news/jewish-weddings-are-blending-connubiality-with-individuality,200,Jewish Weddings Are Blending Connubiality with Individuality | Mekor 3,Jewish Weddings Are Blending Connubiality with Individuality | Mekor Habracha,1793,0,31,0,0.0,,Low copy coverage
https://www.mekorhabracha.org/news/keeping-jewish-heritage-alive-in-center-city,/news/keeping-jewish-heritage-alive-in-center-city,http://localhost:3001/news/keeping-jewish-heritage-alive-in-center-city,200,Keeping Jewish Heritage Alive in Center City | Mekor 3,Keeping Jewish Heritage Alive in Center City | Mekor Habracha,865,0,9,0,0.0,,Low copy coverage
https://www.mekorhabracha.org/news/leavens-fate-what-to-do-with-your-chametz,/news/leavens-fate-what-to-do-with-your-chametz,http://localhost:3001/news/leavens-fate-what-to-do-with-your-chametz,200,Leaven's Fate: What to do with your chametz | Mekor 3,Leaven&#x27;s Fate: What to do with your chametz | Mekor Habracha,1259,0,21,0,0.0,,Low copy coverage
https://www.mekorhabracha.org/news/local-rabbis-in-it-for-the-long-run,/news/local-rabbis-in-it-for-the-long-run,http://localhost:3001/news/local-rabbis-in-it-for-the-long-run,200,Local Rabbis in It for the Long Run | Mekor 3,Local Rabbis in It for the Long Run | Mekor Habracha,788,0,23,0,0.0,,Low copy coverage
https://www.mekorhabracha.org/news/locals-react-to-us-abstention-from-un-vote,/news/locals-react-to-us-abstention-from-un-vote,http://localhost:3001/news/locals-react-to-us-abstention-from-un-vote,200,Locals React to U.S. Abstention from UN Vote | Mekor 3,Locals React to U.S. Abstention from UN Vote | Mekor Habracha,1331,0,40,0,0.0,,Low copy coverage
https://www.mekorhabracha.org/news/making-carrying-shabbat-friendly,/news/making-carrying-shabbat-friendly,http://localhost:3001/news/making-carrying-shabbat-friendly,200,Making Carrying Shabbat-Friendly | Mekor 3,Making Carrying Shabbat-Friendly | Mekor Habracha,1662,0,34,0,0.0,,Low copy coverage
https://www.mekorhabracha.org/news/marriage-equality-supporters-applaud-state-bill,/news/marriage-equality-supporters-applaud-state-bill,http://localhost:3001/news/marriage-equality-supporters-applaud-state-bill,200,Marriage Equality Supporters Applaud State Bill | Mekor 3,Marriage Equality Supporters Applaud State Bill | Mekor Habracha,865,0,26,0,0.0,,Low copy coverage
https://www.mekorhabracha.org/news/mekor-habracha-scholar-in-residence-shabbaton-with-rabbi-saul-berman,/news/mekor-habracha-scholar-in-residence-shabbaton-with-rabbi-saul-berman,http://localhost:3001/news/mekor-habracha-scholar-in-residence-shabbaton-with-rabbi-saul-berman,200,Mekor Habracha Scholar-in-Residence Shabbaton with Rabbi Saul Berman | Mekor 3,Mekor Habracha Scholar-in-Residence Shabbaton with Rabbi Saul Berman | Mekor Habracha,304,0,10,0,0.0,,Low copy coverage
https://www.mekorhabracha.org/news/moshav-band-and-moments-of-wrong-ready-to-rock-union-transfer,/news/moshav-band-and-moments-of-wrong-ready-to-rock-union-transfer,http://localhost:3001/news/moshav-band-and-moments-of-wrong-ready-to-rock-union-transfer,200,Moshav Band and Moments of Wrong ready to rock Union Transfer | Mekor 3,Moshav Band and Moments of Wrong ready to rock Union Transfer | Mekor Habracha,682,0,13,0,0.0,,Low copy coverage
